~/NCKH 2022/haar gui/img_47.jpg,20,10
~/NCKH 2022/haar gui/img_48.jpg,20,10
~/NCKH 2022/haar gui/img_49.jpg,20,10
~/NCKH 2022/haar gui/img_50.jpg,20,10
~/NCKH 2022/haar gui/img_51.jpg,20,10
~/NCKH 2022/haar gui/img_52.jpg,20,10
~/NCKH 2022/haar gui/img_53.jpg,30,10
~/NCKH 2022/haar gui/img_54.jpg,30,10
~/NCKH 2022/haar gui/img_55.jpg,30,10
~/NCKH 2022/haar gui/img_56.jpg,30,10
~/NCKH 2022/haar gui/img_57.jpg,30,10
~/NCKH 2022/haar gui/img_58.jpg,30,10
~/NCKH 2022/haar gui/img_59.jpg,30,10
~/NCKH 2022/haar gui/img_60.jpg,30,10
~/NCKH 2022/haar gui/img_61.jpg,30,10
~/NCKH 2022/haar gui/img_62.jpg,30,10
~/NCKH 2022/haar gui/img_63.jpg,-20,10
~/NCKH 2022/haar gui/img_64.jpg,-20,10
~/NCKH 2022/haar gui/img_65.jpg,-20,10
~/NCKH 2022/haar gui/img_66.jpg,-20,10
~/NCKH 2022/haar gui/img_67.jpg,-20,10
~/NCKH 2022/haar gui/img_68.jpg,-20,10
~/NCKH 2022/haar gui/img_69.jpg,-20,10
~/NCKH 2022/haar gui/img_70.jpg,-20,10
~/NCKH 2022/haar gui/img_71.jpg,-20,10
~/NCKH 2022/haar gui/img_72.jpg,-20,10
~/NCKH 2022/haar gui/img_73.jpg,-20,10
~/NCKH 2022/haar gui/img_74.jpg,-20,10
~/NCKH 2022/haar gui/img_75.jpg,-20,10
~/NCKH 2022/haar gui/img_76.jpg,-20,10
~/NCKH 2022/haar gui/img_77.jpg,-20,10
~/NCKH 2022/haar gui/img_78.jpg,-20,10
~/NCKH 2022/haar gui/img_79.jpg,-20,10
~/NCKH 2022/haar gui/img_80.jpg,-20,10
~/NCKH 2022/haar gui/img_81.jpg,30,10
~/NCKH 2022/haar gui/img_82.jpg,30,10
~/NCKH 2022/haar gui/img_83.jpg,30,10
~/NCKH 2022/haar gui/img_84.jpg,30,10
~/NCKH 2022/haar gui/img_85.jpg,30,10
~/NCKH 2022/haar gui/img_86.jpg,-40,10
~/NCKH 2022/haar gui/img_87.jpg,-40,10
~/NCKH 2022/haar gui/img_88.jpg,-40,10
~/NCKH 2022/haar gui/img_89.jpg,-40,10
~/NCKH 2022/haar gui/img_90.jpg,-40,10
~/NCKH 2022/haar gui/img_91.jpg,-40,10
~/NCKH 2022/haar gui/img_92.jpg,-40,10
~/NCKH 2022/haar gui/img_93.jpg,-20,10
~/NCKH 2022/haar gui/img_94.jpg,-20,10
~/NCKH 2022/haar gui/img_95.jpg,-20,10
~/NCKH 2022/haar gui/img_96.jpg,-20,10
~/NCKH 2022/haar gui/img_97.jpg,-20,10
~/NCKH 2022/haar gui/img_98.jpg,-20,10
~/NCKH 2022/haar gui/img_99.jpg,30,10
~/NCKH 2022/haar gui/img_100.jpg,30,10
~/NCKH 2022/haar gui/img_101.jpg,30,10
~/NCKH 2022/haar gui/img_102.jpg,30,10
~/NCKH 2022/haar gui/img_103.jpg,30,10
~/NCKH 2022/haar gui/img_104.jpg,30,19
~/NCKH 2022/haar gui/img_105.jpg,30,19
~/NCKH 2022/haar gui/img_106.jpg,30,19
~/NCKH 2022/haar gui/img_107.jpg,30,19
~/NCKH 2022/haar gui/img_108.jpg,30,19
~/NCKH 2022/haar gui/img_109.jpg,30,19
~/NCKH 2022/haar gui/img_110.jpg,30,19
~/NCKH 2022/haar gui/img_111.jpg,30,19
~/NCKH 2022/haar gui/img_112.jpg,30,19
~/NCKH 2022/haar gui/img_113.jpg,30,19
~/NCKH 2022/haar gui/img_114.jpg,30,19
~/NCKH 2022/haar gui/img_115.jpg,30,19
~/NCKH 2022/haar gui/img_116.jpg,30,19
~/NCKH 2022/haar gui/img_117.jpg,30,19
~/NCKH 2022/haar gui/img_118.jpg,30,19
~/NCKH 2022/haar gui/img_119.jpg,30,19
~/NCKH 2022/haar gui/img_120.jpg,30,19
~/NCKH 2022/haar gui/img_121.jpg,30,19
~/NCKH 2022/haar gui/img_122.jpg,30,19
~/NCKH 2022/haar gui/img_123.jpg,30,19
~/NCKH 2022/haar gui/img_124.jpg,30,19
~/NCKH 2022/haar gui/img_125.jpg,30,19
~/NCKH 2022/haar gui/img_126.jpg,30,19
~/NCKH 2022/haar gui/img_127.jpg,30,19
~/NCKH 2022/haar gui/img_128.jpg,30,19
~/NCKH 2022/haar gui/img_129.jpg,-40,19
~/NCKH 2022/haar gui/img_130.jpg,-40,19
~/NCKH 2022/haar gui/img_131.jpg,-40,19
~/NCKH 2022/haar gui/img_132.jpg,-40,19
~/NCKH 2022/haar gui/img_133.jpg,30,19
~/NCKH 2022/haar gui/img_134.jpg,30,19
~/NCKH 2022/haar gui/img_135.jpg,30,19
~/NCKH 2022/haar gui/img_136.jpg,-40,19
~/NCKH 2022/haar gui/img_137.jpg,-40,19
~/NCKH 2022/haar gui/img_138.jpg,-40,19
~/NCKH 2022/haar gui/img_139.jpg,-40,19
~/NCKH 2022/haar gui/img_140.jpg,-40,19
~/NCKH 2022/haar gui/img_141.jpg,-40,19
~/NCKH 2022/haar gui/img_142.jpg,-40,19
~/NCKH 2022/haar gui/img_143.jpg,-40,19
~/NCKH 2022/haar gui/img_144.jpg,-40,19
~/NCKH 2022/haar gui/img_145.jpg,-40,19
~/NCKH 2022/haar gui/img_146.jpg,-40,19
~/NCKH 2022/haar gui/img_147.jpg,-40,19
~/NCKH 2022/haar gui/img_148.jpg,-40,19
~/NCKH 2022/haar gui/img_149.jpg,-40,19
~/NCKH 2022/haar gui/img_150.jpg,-40,19
~/NCKH 2022/haar gui/img_151.jpg,-40,19
~/NCKH 2022/haar gui/img_152.jpg,-40,19
~/NCKH 2022/haar gui/img_153.jpg,-40,19
~/NCKH 2022/haar gui/img_154.jpg,-40,19
~/NCKH 2022/haar gui/img_155.jpg,-40,19
~/NCKH 2022/haar gui/img_156.jpg,-40,19
~/NCKH 2022/haar gui/img_157.jpg,-40,19
~/NCKH 2022/haar gui/img_158.jpg,-40,19
~/NCKH 2022/haar gui/img_159.jpg,-40,19
~/NCKH 2022/haar gui/img_160.jpg,-40,19
~/NCKH 2022/haar gui/img_161.jpg,-40,19
~/NCKH 2022/haar gui/img_162.jpg,-40,19
~/NCKH 2022/haar gui/img_163.jpg,-40,19
~/NCKH 2022/haar gui/img_164.jpg,-40,19
~/NCKH 2022/haar gui/img_165.jpg,-40,19
~/NCKH 2022/haar gui/img_166.jpg,-40,19
~/NCKH 2022/haar gui/img_167.jpg,-40,19
~/NCKH 2022/haar gui/img_168.jpg,-40,19
~/NCKH 2022/haar gui/img_169.jpg,-40,19
~/NCKH 2022/haar gui/img_170.jpg,-40,19
~/NCKH 2022/haar gui/img_171.jpg,-40,19
~/NCKH 2022/haar gui/img_172.jpg,-40,19
~/NCKH 2022/haar gui/img_173.jpg,-40,19
~/NCKH 2022/haar gui/img_174.jpg,-40,19
~/NCKH 2022/haar gui/img_175.jpg,-40,19
~/NCKH 2022/haar gui/img_176.jpg,-40,19
